Issue Title,Issue Body,Is Bug
CUDA Error in batchNorm module: cuda triaged,"## 🐛 Bug

---------------------------------------------------------------------------
RuntimeError                              Traceback (most recent call last)
<ipython-input-93-52a0569421b1> in <module>
----> 1 loss.backward()

/opt/conda/lib/python3.7/site-packages/torch/tensor.py in backward(self, gradient, retain_graph, create_graph)
    183                 products. Defaults to ``False``.
    184         """"""
--> 185         torch.autograd.backward(self, gradient, retain_graph, create_graph)
    186 
    187     def register_hook(self, hook):

/opt/conda/lib/python3.7/site-packages/torch/autograd/__init__.py in backward(tensors, grad_tensors, retain_graph, create_graph, grad_variables)
    125     Variable._execution_engine.run_backward(
    126         tensors, grad_tensors, retain_graph, create_graph,
--> 127         allow_unreachable=True)  # allow_unreachable flag
    128 
    129 

RuntimeError: Expected grad_output->is_contiguous(grad_output->suggest_memory_format()) to be true, but got false.  (Could this error message be improved?  If so, please report an enhancement request to PyTorch.)
Exception raised from cudnn_batch_norm_backward at /opt/conda/conda-bld/pytorch_1595629403081/work/aten/src/ATen/native/cudnn/BatchNorm.cpp:249 (most recent call first):
frame #0: c10::Error::Error(c10::SourceLocation, std::string) + 0x4d (0x7f993197377d in /opt/conda/lib/python3.7/site-packages/torch/lib/libc10.so)
frame #1: at::native::cudnn_batch_norm_backward(at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, double, at::Tensor const&) + 0x25b2 (0x7f9932a79db2 in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cuda.so)
frame #2: <unknown function> + 0xd1150a (0x7f9932aea50a in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cuda.so)
frame #3: <unknown function> + 0xd3fa3b (0x7f9932b18a3b in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cuda.so)
frame #4: at::cudnn_batch_norm_backward(at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, double, at::Tensor const&) + 0x1ef (0x7f9964cff10f in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #5: <unknown function> + 0x2b59cff (0x7f9966946cff in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #6: <unknown function> + 0x2b6b21b (0x7f996695821b in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #7: at::cudnn_batch_norm_backward(at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, at::Tensor const&, double, at::Tensor const&) + 0x1ef (0x7f9964cff10f in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #8: torch::autograd::generated::CudnnBatchNormBackward::apply(std::vector<at::Tensor, std::allocator<at::Tensor> >&&) + 0x42c (0x7f99668a9fec in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #9: <unknown function> + 0x30d1017 (0x7f9966ebe017 in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #10: torch::autograd::Engine::evaluate_function(std::shared_ptr<torch::autograd::GraphTask>&, torch::autograd::Node*, torch::autograd::InputBuffer&, std::shared_ptr<torch::autograd::ReadyQueue> const&) + 0x1400 (0x7f9966eb9860 in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #11: torch::autograd::Engine::thread_main(std::shared_ptr<torch::autograd::GraphTask> const&) + 0x451 (0x7f9966eba401 in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #12: torch::autograd::Engine::thread_init(int, std::shared_ptr<torch::autograd::ReadyQueue> const&, bool) + 0x89 (0x7f9966eb2579 in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_cpu.so)
frame #13: torch::autograd::python::PythonEngine::thread_init(int, std::shared_ptr<torch::autograd::ReadyQueue> const&, bool) + 0x4a (0x7f996b1e199a in /opt/conda/lib/python3.7/site-packages/torch/lib/libtorch_python.so)
frame #14: <unknown function> + 0xc819d (0x7f99aa6fa19d in /opt/conda/bin/../lib/libstdc++.so.6)
frame #15: <unknown function> + 0x76db (0x7f99adb356db in /lib/x86_64-linux-gnu/libpthread.so.0)
frame #16: clone + 0x3f (0x7f99ad85e88f in /lib/x86_64-linux-gnu/libc.so.6)
## To Reproduce

Steps to reproduce the behavior:

1. I used custom lambda layer before batch 
1.
1.

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->

## Environment
In ubuntu, CUDA 10.1, python 3.7
Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:
```
wget https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py
# For security purposes, please check the contents of collect_env.py before running it.
python collect_env.py
```

 - PyTorch Version (e.g., 1.0):
 - OS (e.g., Linux):
 - How you installed PyTorch (`conda`, `pip`, source):
 - Build command you used (if compiling from source):
 - Python version:
 - CUDA/cuDNN version:
 - GPU models and configuration:
 - Any other relevant information:

## Additional context

<!-- Add any other context about the problem here. -->


cc @ngimel @csarofeen @ptrblck @xwang233",True
Cannot Import SWA Utils module: optimizer triaged,"## 🐛 Bug

Unable to import `swa_utils`.

PyTorch: - Version 1.6
OS: - Windows and Linux
Tested on CUDA as well as CPU only installation

This import failed on all.

### To reproduce

Simply run

```
swa_scheduler = torch.optim.swa_utils.SWALR(
                optimizer, anneal_strategy=""linear"", anneal_epochs=20, swa_lr=0.05
            )
           AttributeError: module 'torch.optim' has no attribute 'swa_utils'
AttributeError: module 'torch.optim' has no attribute 'swa_utils'
```

### Possible Fix

The problem may be in the init file [here](https://github.com/pytorch/pytorch/blob/master/torch/optim/__init__.py)
`swa_utils` is not imported. 

Adding line from `.swa_utils import AveragedModel, SWALR` will allow it to import 

### Current Alternatives

I am able to do 
```
from torch.optim.swa_utils import SWALR
```

Then I can use SWALR properly.

It would nice If I could use the swa_utils itself to import SWALR. I'm Not sure if this is a bug or this is the way it was designed.

This feature works now. But it would be nice if it would be in `optim` or I can import `swa_utils` as well.


cc @vincentqb",True
Undefined reference to fbgemm. high priority module: build triaged,"## 🐛 Bug

This is a build regression within last few days.
We got undefined reference `void fbgemm::CodeGenBase<unsigned char, signed char, int, int>::storeCRegs<asmjit::x86::Zmm, 64>(asmjit::x86::Emitter*, int, int, asmjit::x86::Gp, asmjit::x86::Gp, bool)`

<img width=""1064"" alt=""image"" src=""https://user-images.githubusercontent.com/5203025/89109182-7a82b200-d471-11ea-90e8-66d0adb25120.png"">

Since there's an fbgemm update 2 days ago, that could be the reason.
https://github.com/pytorch/pytorch/pull/42302

## Environment

 - PyTorch Version (e.g., 1.0): master
 - OS (e.g., Linux): Ubuntu 18.04
 - How you installed PyTorch (`conda`, `pip`, source): source
 - Build command you used (if compiling from source): cmake+ninja+gcc-8
 - CUDA/cuDNN version: 11/8


cc @ezyang @gchanan @zou3519 @malfet",True
Upgrading to 1.6 produces pylint `abstract-method` warning for custom modules module: typing triaged,"## 🐛 Bug

The following trick for mypy

https://github.com/pytorch/pytorch/blob/269ec767cabe9c47baab18e58fad5d6485d4e65d/torch/nn/modules/module.py#L223-L239

introduced with 1.6 leads to pylint warnings

```
W0223: Method '_forward_unimplemented' is abstract in class 'Module' but is not overridden (abstract-method)
```

when extending `nn.Module` for custom modules.

## To Reproduce

Steps to reproduce the behavior:

1. Create MWE
```python
from torch import nn

class MyModule(nn.Module):
    def forward(self, x):
        return x
```
2. run pylint
```console
$ pylint --disable=all --enable=abstract-method mwe.py
mwe.py:4:0: W0223: Method '_forward_unimplemented' is abstract in class 'Module' but is not overridden (abstract-method)

```

## Expected behavior

No warnings if `forward` is implemented.

## Environment

```
Collecting environment information...
PyTorch version: 1.6.0
Is debug build: No
CUDA used to build PyTorch: 10.2

OS: Ubuntu 20.04.1 LTS
GCC version: (Ubuntu 9.3.0-10ubuntu2) 9.3.0
CMake version: Could not collect

Python version: 3.8
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip3] numpy==1.19.1
[pip3] torch==1.6.0
[conda] Could not collect
```

## Additional context

* I am using pytorch in project with many custom modules where the CI runs pylint. Since upgrading to torch 1.6 I therefore get a large number of warning. Since pylint is quite widespread, I suppose this problem may occur for other users as well.
* I am unsure whether the ""bug"" type of issue is correct. However, it seemed to be the best fit.

cc @ezyang @malfet @rgommers",True
bug in conversion torch model to onnx model  module: onnx triaged,"## 🐛 Bug
I'm converting a pytorch model to onnx model. in this model there assignment of tensor to a slice of another tensor.
when i'm running the converted model with onnxruntime he crashes when trying to assign the small tensor to the big tensor and ignoring the slice operation.


## To Reproduce
i created a stand alone model to reproduce the problem. this is the error when trying to run the model:

**The input tensor cannot be reshaped to the requested shape. Input shape:{22,256}, requested shape:{56,1,256}**

Steps to reproduce the behavior:
run the attached code

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

``import torch
import onnx
import onnxruntime

class Test(torch.nn.Module):
    def __init__(self):
        super().__init__()

    def forward(self, x: torch.Tensor, y: torch.Tensor) -> torch.Tensor:
        x[:y.size(0), 0, :] = y
        return x

x = torch.zeros((56,6,256))
y = torch.rand((22,256))

m = Test()
torch_outputs = m(x, y)

path = ""/tmp/m.onnx""
torch.onnx.export(m, (x, y), path,
                    do_constant_folding=True,
                    opset_version=12,
                    input_names=[""x"", ""y""],
                    output_names=[""z""])

onnx_model = onnx.load_model(path)
onnx.checker.check_model(onnx_model)
inferred_model = onnx.shape_inference.infer_shapes(onnx_model)
onnx.save(inferred_model, path)

ort_model = onnxruntime.InferenceSession(path)

ort_outputs = ort_model.run([""z""], {""x"": x.numpy(), ""y"": y.numpy()})``

## Expected behavior
run successfully the model with onnxruntime

## Environment


 - PyTorch Version: 1.5.1 
 - OS (e.g., Linux): Linux ubuntu 16.04
 - How you installed PyTorch (`conda`, `pip`, source): pip
 - Build command you used (if compiling from source):
 - Python version: 3.6.8
 - GPU models and configuration:
 - Any other relevant information: onnxruntime verion 1.4.0


cc @houseroad @spandantiwari @lara-hdr @BowenBao @neginraoof",True
torch.inverse() performing very poorly on GPU vs CPU module: performance module: cuda triaged module: linear algebra,"## 🐛 Bug
We observed a big increase in inference latency after adding `torch.inverse()` in the code path. After investigation and comparison with moving the op to CPU we found that there is a huge difference in performance of that op on GPU vs CPU.
The matrix size in our case is 4x4 which small for the GPU but `torch.inverse()` should be using `magma` library which has heuristics to move the op to CPU. We didn't see any magma invocations as well.

Based on @ptrblck suggestion we tried `inverse` on batched matrix to see if that made any difference but that also didn't result in any improvement.

**Performance Difference:**
```
╰─ python torch_inverse_exp.py
GPU Time: 8.78560 ms
CPU Time: 0.07149 ms
cpu/gpu: 122.90x
```
We increased the matrix dimensions to 1024x1024 but even then GPU is slower than CPU:
```
╰─ python torch_inverse_exp.py
GPU Time: 17.25289 ms
CPU Time: 9.54982 ms
cpu/gpu: 1.81x
```
## To Reproduce
Here is the snippet of code which can be run to reproduce the performance difference:
```
import torch
import time

a = torch.randn(4,4).cuda()
torch.cuda.synchronize()

num_iter = 100
def test1():
    s = time.time()
    for i in range(num_iter):
        x = torch.inverse(a)
    torch.cuda.synchronize()
    e = time.time()
    gpu_time = ((e - s)/num_iter)
    return  gpu_time

def test2():
    s = time.time()
    for i in range(num_iter):
        b = a.to('cpu')
        d = torch.inverse(b)
        y = d.to('cuda')
    torch.cuda.synchronize()
    e = time.time()
    cpu_time = ((e - s)/num_iter)
    return  cpu_time

gpu_time = test1()
print(""GPU Time: {:.5f} ms"".format(gpu_time*1000))

cpu_time = test2()
print(""CPU Time: {:.5f} ms"".format( cpu_time*1000))

print(""cpu/gpu: {:.2f}x "".format(gpu_time/cpu_time))
```
**Run:** `python <script_name>`

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:
```
wget https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py
# For security purposes, please check the contents of collect_env.py before running it.
python collect_env.py

Collecting environment information...
PyTorch version: 1.5.1 (pip package)
Is debug build: No
CUDA used to build PyTorch: 10.1 & 10.2 (NGC 20.03 container)

OS: Ubuntu 18.04.4 LTS
GCC version: (Ubuntu 8.4.0-1ubuntu1~18.04) 8.4.0
CMake version: version 3.17.3

Python version: 3.7
Is CUDA available: Yes
CUDA runtime version: 10.1.243
GPU models and configuration:
GPU 0: TITAN RTX
GPU 1: TITAN RTX

Nvidia driver version: 440.100
cuDNN version: /usr/lib/x86_64-linux-gnu/libcudnn.so.7.6.5

Versions of relevant libraries:
[pip3] numpy==1.18.5
[pip3] numpydoc==1.1.0
[pip3] torch==1.5.1
[pip3] torchvision==0.6.0a0+35d732a
[pip3] torchviz==0.0.1
[conda] _pytorch_select           0.2                       gpu_0
[conda] blas                      1.0                         mkl
[conda] cudatoolkit               10.1.243             h6bb024c_0
[conda] mkl                       2020.1                      217
[conda] mkl-service               2.3.0            py37he904b0f_0
[conda] mkl_fft                   1.1.0            py37h23d657b_0
[conda] mkl_random                1.1.1            py37h0573a6f_0
[conda] numpy                     1.18.5           py37ha1c710e_0
[conda] numpy-base                1.18.5           py37hde5b4d6_0
[conda] numpydoc                  1.1.0                      py_0
[conda] pytorch                   1.5.1           py3.7_cuda10.1.243_cudnn7.6.3_0    pytorch
[conda] torchvision               0.6.1                py37_cu101    pytorch
[conda] torchviz                  0.0.1                    pypi_0    pypi
```

@ptrblck @ngimel for visibility

cc @ngimel @vincentqb @vishwakftw @SsnL @jianyuh @VitalyFedyunin",True
Accessing state_dict() of models trained with previous pytorch version high priority triage review module: nn triaged,"## 🐛 Bug

Since updating to version 1.6, when trying to access `model.state_dict()` of a older pytorch trained models (where model is a subclass of torch.nn.module), I'm getting a `ModuleAttributeError`.

## To Reproduce

Steps to reproduce the behavior:

```
torch.load(""path/to/model"", map_location='cpu')
print(model.state_dict())
```
where the model was trained with an older version of pytorch.

The output is
```
  File ""/home/oliviermt/miniconda3/envs/projections/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 900, in state_dict
    module.state_dict(destination, prefix + name + '.', keep_vars=keep_vars)
  File ""/home/oliviermt/miniconda3/envs/projections/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 900, in state_dict
    module.state_dict(destination, prefix + name + '.', keep_vars=keep_vars)
  File ""/home/oliviermt/miniconda3/envs/projections/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 897, in state_dict
    self._save_to_state_dict(destination, prefix, keep_vars)
  File ""/home/oliviermt/miniconda3/envs/projections/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 860, in _save_to_state_dict
    if buf is not None and name not in self._non_persistent_buffers_set:
  File ""/home/oliviermt/miniconda3/envs/projections/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 772, in __getattr__
    type(self).__name__, name))
torch.nn.modules.module.ModuleAttributeError: 'GaussianSmearing' object has no attribute '_non_persistent_buffers_set'
```

I was able to make it work by adding the following lines after the the `torch.load`:
```
for mod in model.modules():
     if not hasattr(mod, ""_non_persistent_buffers_set""):
            mod._non_persistent_buffers_set = set()
```
If it's expected behaviour, then ignore this issue, but I would guess it's not.
Thanks a lot!

## Expected behavior

Not needing to add those 3 lines.

## Environment

PyTorch version: 1.6.0
Is debug build: No
CUDA used to build PyTorch: 10.2

OS: Ubuntu 16.04.6 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.12) 5.4.0 20160609
CMake version: version 3.5.1

Python version: 3.7
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip3] numpy==1.19.1
[pip3] torch==1.6.0
[pip3] torchvision==0.7.0
[conda] numpy                     1.19.1                   pypi_0    pypi
[conda] torch                     1.6.0                    pypi_0    pypi
[conda] torchvision               0.7.0                    pypi_0    pypi

## Additional context

<!-- Add any other context about the problem here. -->


cc @ezyang @gchanan @zou3519 @albanD @mruberry",True
`torch.hub.load_state_dict_from_url()` is not able to load the new zipfile serialization files high priority triaged module: hub,"## 🐛 Bug

If you call `torch.hub.load_state_dict_from_url()` on a file saved in the new zipfile serialization format, it raises `RuntimeError('Only one file(not dir) is allowed in the zipfile')`.

## To Reproduce

Steps to reproduce the behavior:

1. Upload a state dictionary file saved using the vanilla `torch.save()` to a server.
1. Call `torch.hub.load_state_dict_from_url()` to that url.
1. You'll see the `RuntimeError` raised.

We discovered this as part of the effort to support pytorch 1.6 with pytorch lightning. Here's one of the failed test runs: https://github.com/PyTorchLightning/pytorch-lightning/runs/920684391

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

`torch.hub.load_state_dict_from_url()` should load the new zipfile serialization files without any errors.

## Environment

```
Collecting environment information...
PyTorch version: 1.6.0
Is debug build: No
CUDA used to build PyTorch: None

OS: Mac OSX 10.14.6
GCC version: Could not collect
CMake version: Could not collect

Python version: 3.7
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip3] numpy==1.19.1
[pip3] pytorch-lightning==0.9.0rc3
[pip3] torch==1.6.0
[pip3] torchtext==0.6.0
[pip3] torchvision==0.7.0
[conda] Could not collect
```

## Additional context

We use `torch.hub.load_state_dict_from_url()` to load remote PyTorch Lightning checkpoints.

CC @williamFalcon @borda


cc @ezyang @gchanan @zou3519 @ailzhang",True
Type mismatch error with torch.nn.functional.grid_sample() under AMP triaged module: amp (automated mixed precision),"## 🐛 Bug

Found training a model with `grid_sample(input, grid)` throws the following error under AMP:
```
RuntimeError: grid_sampler(): expected input and grid to have same dtype, but input has c10::Half and grid has float
``` 
- This also happens in a form `(input, grid) = (float, c10:Half)`, depending on the model definition.
- I'm not sure, however, how could I reproduce this error in a minimal code snippet.
- Casting both `(input, grid) -> (input.float(), grid.float())` could bypass this issue.

## To Reproduce

Steps to reproduce the behavior:

1. Construct a complex model including `grid_sample()`
1. Run it under `with autocast()`:

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->

AMP is expected to handle every native functions properly in an autocast-enabled region.

## Environment

```
Collecting environment information...
PyTorch version: 1.6.0
Is debug build: No
CUDA used to build PyTorch: 10.1

OS: Ubuntu 16.04.4 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.12) 5.4.0 20160609
CMake version: version 3.5.1

Python version: 3.8
Is CUDA available: Yes
CUDA runtime version: 10.1.243
GPU models and configuration:
GPU 0: TITAN Xp
GPU 1: TITAN Xp
GPU 2: TITAN Xp
GPU 3: TITAN Xp

Nvidia driver version: 418.87.00
cuDNN version: Probably one of the following:
/usr/lib/x86_64-linux-gnu/libcudnn.so.7.1.2
/usr/local/cuda-10.1/targets/x86_64-linux/lib/libcudnn.so.7.6.4
/usr/local/cuda-8.0/targets/x86_64-linux/lib/libcudnn.so.6
/usr/local/cuda-8.0/targets/x86_64-linux/lib/libcudnn.so.7

Versions of relevant libraries:
[pip] numpy==1.18.1
[pip] torch==1.6.0
[pip] torchlars==0.1.2
[pip] torchvision==0.7.0
[conda] blas                      1.0                         mkl
[conda] cudatoolkit               10.1.243             h6bb024c_0
[conda] mkl                       2020.1                      217
[conda] mkl-service               2.3.0            py38he904b0f_0
[conda] mkl_fft                   1.0.15           py38ha843d7b_0
[conda] mkl_random                1.1.0            py38h962f231_0
[conda] numpy                     1.18.1           py38h4f9e942_0
[conda] numpy-base                1.18.1           py38hde5b4d6_1
[conda] pytorch                   1.6.0           py3.8_cuda10.1.243_cudnn7.6.3_0    pytorch
[conda] torchlars                 0.1.2                    pypi_0    pypi
[conda] torchvision               0.7.0                py38_cu101    pytorch
```



cc @mcarilli",True
Poor performance of dynamic quantazation high priority triage review module: performance oncall: jit module: internals oncall: quantization triaged days,"## 🐛 Bug

I am experimenting with dynamic quantization as described here:
https://pytorch.org/blog/introduction-to-quantization-on-pytorch/

I got a pretty good speedup when running with a single thread. (This is a GRPC server application that serves pytorch models). However, I do not see any improvement when using multiple threads and processing multiple concurrent requests. This does not happen when dynamic quantization is not being used: I see pretty good scaling up to about 10 threads. The CPU utilization when running with 10 threads but without quantization is well over 700%. However, when dynamic quantization is enabled, CPU load peaks around 150%, meaning that most of the cores sit idle.

This leads me to believe that python's GIL is the culprit. I noticed that in many parts of the code, pytorch does the following:

pybind11::gil_scoped_release no_gil;

But this does not happen in qlinear_dynamic.cpp which runs on dynamic quantization. This again implies that when dynamic quantization is used, GIL does not get released. This would certainly explain why we see improved performance with one thread but not with multiple threads.

## To Reproduce

Steps to reproduce the behavior:

1. Set OMP_NUM_THREADS=1 environment variable.

2. Load any model and apply dynamic quantization:

model = torch.quantization.quantize_dynamic(model, {torch.nn.Linear}, dtype=torch.qint8)

3. Use threadpool to make multiple concurrent calls to to the model.

## Expected behavior

Throughput should scale with the number of threads in the threadpool.

## Environment

Collecting environment information...
PyTorch version: 1.5.1
Is debug build: No
CUDA used to build PyTorch: None

OS: Mac OSX 10.15.5
GCC version: Could not collect
CMake version: version 3.15.0

Python version: 3.8
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip3] msgpack-numpy==0.4.1
[pip3] numpy==1.18.4
[pip3] pytorch-pretrained-bert==0.6.2
[pip3] torch==1.5.1
[pip3] torchvision==0.6.1
[conda] Could not collect

## Additional context

If you remove the dynamic quantization line, single-thread performance is slower but throughput does scale properly with the number of threads in the threadpool.


cc @ezyang @gchanan @zou3519 @suo @gmagogsfm @bhosmer @smessmer @ljk53 @jerryzh168 @jianyuh @dzhulgakov @raghuramank100 @jamesr66a @vkuzo @VitalyFedyunin @ngimel",True
"Improve error reporting in ""Check for no AVX instruction by default"" module: bootcamp triaged enhancement better-engineering","When AVX/AVX2 instruction is encountered while running `basic` unit test, qemu segfaults, which does give developer a good idea why the test have failed.
This could be improved by re-running `qemu` with gdbserver and printing a backtrace + instruction that caused the failure. This can be done by modifying
https://github.com/pytorch/pytorch/blob/a80dd02a224ea0f2c9582f428bc12d4579deaa92/.circleci/verbatim-sources/job-specs/pytorch-job-specs.yml#L135 
To something along the following lines:
```
$ qemu-x86_64 -g 2345 -cpu Broadwell -E ATEN_CPU_CAPABILITY=default ./basic --gtest_filter=BasicTest.BasicTestCPU &
$ gdb ./basic -ex ""target remote :2345"" -ex ""continue"" -ex ""bt""
```

How to test that the change:
Add global AVX variable to any .cpp file, for example:
```
const __m256i foobar = _mm256_set_epi32(0x01, 0x02, 0x03, 0x04, 0x05, 0x06, 0x07, 0x08);
```

",True
linspace returns wrong result for int32 module: numerical-stability triaged enhancement,"## 🐛 Bug

`linspace` with `int32` dtype returns wrong results when input values are big. This happens on nightly build (`macOS`) and source build (`ubuntu`).

## To Reproduce

```
$ python -c 'import torch;print(torch.linspace(-2147483647, 2147483647, 10, dtype=torch.int32))'
tensor([-2147483647, -2147483647, -2147483647, -2147483647, -2147483647,
         2147483647,  2147483647,  2147483647,  2147483647,  2147483647],
       dtype=torch.int32)
```

```
$ python -c 'import torch;print(torch.linspace(-2000000000, 2147483647, 10, dtype=torch.int32))'
tensor([-2000000000, -2016387072, -2032774144, -2049161216, -2065548288,
        -2147483648, -2147483648, -2147483648, -2147483648,  2147483647],
       dtype=torch.int32)
```

```
$ python -c 'import torch;print(torch.linspace(-1000000000, 2147483647, 10, dtype=torch.int32))'
tensor([-1000000000, -1127498183, -1254996366, -1382494549, -1509992732,
        -2147483648, -2147483648, -2147483648, -2147483648,  2147483647],
       dtype=torch.int32)
```

## Expected behavior

linear interpolation is correct

## Environment

<details><summary><code>Mac</code></summary>

```
Collecting environment information...
PyTorch version: 1.6.0.dev20200616
Is debug build: No
CUDA used to build PyTorch: None

OS: Mac OSX 10.15.5
GCC version: Could not collect
CMake version: Could not collect

Python version: 3.7
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip] numpy==1.18.1
[pip] torch==1.6.0.dev20200616
[conda] blas                      1.0                         mkl
[conda] mkl                       2019.4                      233
[conda] mkl-service               2.3.0            py37hfbe908c_0
[conda] mkl_fft                   1.0.15           py37h5e564d8_0
[conda] mkl_random                1.1.0            py37ha771720_0
[conda] numpy                     1.18.1           py37h7241aed_0
[conda] numpy-base                1.18.1           py37h6575580_1
[conda] pytorch                   1.6.0.dev20200616         py3.7_0    pytorch-nightly
```
</details>

<details><summary><code>Ubuntu</code></summary>

```
Collecting environment information...
PyTorch version: 1.6.0a0+ec1833b
Is debug build: No
CUDA used to build PyTorch: 10.1

OS: Ubuntu 18.04.3 LTS
GCC version: (Ubuntu 7.5.0-3ubuntu1~18.04) 7.5.0
CMake version: version 3.10.2

Python version: 3.8
Is CUDA available: Yes
CUDA runtime version: 10.1.243
GPU models and configuration:
GPU 0: Quadro GP100
GPU 1: Quadro GP100

Nvidia driver version: 418.116.00
cuDNN version: /usr/lib/x86_64-linux-gnu/libcudnn.so.7.6.5

Versions of relevant libraries:
[pip] numpy==1.18.1
[pip] torch==1.6.0a0+ec1833b
[pip] torchaudio==0.6.0a0+2fa6cc7
[pip] torchtext==0.6.0a0+e823aca
[pip] torchvision==0.7.0a0+f9ef235
[conda] magma-cuda101             2.5.2                         1    pytorch
[conda] mkl                       2020.1                      217
[conda] mkl-include               2020.1                      217    conda-forge
[conda] numpy                     1.18.1           py38h8854b6b_1    conda-forge
[conda] torch                     1.6.0a0+ec1833b           dev_0    <develop>
[conda] torchaudio                0.6.0a0+2fa6cc7           dev_0    <develop>
[conda] torchtext                 0.6.0a0+e823aca           dev_0    <develop>
[conda] torchvision               0.7.0a0+f9ef235           dev_0    <develop>
```
</details>
",True
[docs] Urls changed => forum links would become invalid high priority module: docs triaged module: doc infra,"Originally in https://github.com/pytorch/pytorch/issues/18095#issuecomment-633149307:

@vadimkantorov:
Works: https://pytorch.org/docs/stable/torch.html#torch.flip
Breaks: https://pytorch.org/docs/master/torch.html#torch.flip

@t-vi:
They're now separate pages: https://pytorch.org/docs/master/generated/torch.flip.html#torch.flip
...but it would break many links, including on the forums.

@ezyang:
Yes, this will be a release blocker for next release.

cc @ezyang @gchanan @zou3519 @mattip",True
