Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags
114783,[ONNX] Extend `test_fx_op_conistency.py` to take `ExportedProgram` converter,2023-11-29 19:55:21+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged""), Label(name=""onnx-triaged"")]"
114777,torch.compile x autograd.Function x enum inputs graph breaks,2023-11-29 19:20:04+00:00,,0,1,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo""), Label(name=""module: graph breaks"")]"
114769,Mps interpolation error,2023-11-29 18:24:03+00:00,2023-11-29 18:40:50+00:00,0,0,[]
114765,DistributedDataParallel _verify_param_shape_across_processes causes reserved memory on GPU,2023-11-29 17:59:33+00:00,,0,0,"[Label(name=""oncall: distributed"")]"
114763, 'torch.onnx' has no attribute 'dynamo_export',2023-11-29 17:21:30+00:00,2023-11-29 20:17:44+00:00,0,2,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
114760,[AOTAutograd] nit `assert_functional_graph` is misnamed,2023-11-29 15:41:44+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: aotdispatch"")]"
114755,"Torchscript should support union type by ""|"" introduced in python3.10.",2023-11-29 14:38:02+00:00,2023-11-30 11:08:27+00:00,0,2,"[Label(name=""oncall: jit""), Label(name=""enhancement"")]"
114752,Issues when trying to compile nn.functional.interpolate() layer with dynamic input and output size,2023-11-29 12:40:36+00:00,,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: dynamo"")]"
114751,Compiling variant of UNet fails,2023-11-29 12:33:12+00:00,2023-11-29 21:58:06+00:00,0,2,"[Label(name=""triaged""), Label(name=""oncall: pt2"")]"
114750,"[aarch64] `nn.Linear(20, 1)` inference fails",2023-11-29 12:27:31+00:00,,0,12,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""oncall: jit""), Label(name=""module: nn""), Label(name=""module: mkldnn""), Label(name=""module: regression""), Label(name=""module: arm"")]"
114749,BackendCompilerFailed error when passing a tensor though a compiled model containing ReLU on pytorch 2.10,2023-11-29 11:12:41+00:00,,0,0,"[Label(name=""oncall: pt2"")]"
114747,In-consistent behavior between torch.scatter and torch.scatter_add,2023-11-29 09:27:35+00:00,2023-11-29 09:38:11+00:00,0,1,[]
114746,weight_norm not working in bf16,2023-11-29 09:20:09+00:00,2023-11-29 09:28:21+00:00,0,9,[]
114744,I want to upgrade my PyTorch,2023-11-29 08:49:36+00:00,2023-11-29 20:45:36+00:00,0,2,[]
114743,aot_module fails to trace modules whose parameters are tied (models with shared params),2023-11-29 08:18:14+00:00,,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: pt2-dispatcher"")]"
114742,[Add][compile] Tensor with dtype torch.int64 is not the expected dtype of torch.int32!,2023-11-29 07:33:27+00:00,,0,0,"[Label(name=""oncall: pt2"")]"
114740,torch.cuda.amp.common.amp_definitely_not_available() failed and needs to raise RuntimeError,2023-11-29 06:27:51+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: amp (automated mixed precision)"")]"
114734,OOM during inference that shouldn't happen on GPU,2023-11-29 04:34:44+00:00,,0,3,[]
114723,[RFC] Intel GPU Upstreaming ,2023-11-29 01:48:29+00:00,,4,1,"[Label(name=""triage review"")]"
114721,AppleSilicon binaries are build without OpenMP support,2023-11-29 01:32:16+00:00,,1,5,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""oncall: releng"")]"
114719,DISABLED test_make_fx_symbolic_exhaustive_out_special_log_ndtr_cpu_float32 (__main__.TestProxyTensorOpInfoCPU),2023-11-29 00:56:53+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: ProxyTensor"")]"
114711,FakeTensorMode not preserved within torch.export.ExportedProgram.run_decompositions,2023-11-28 22:33:50+00:00,2023-11-29 06:52:22+00:00,0,4,"[Label(name=""module: fakeTensor""), Label(name=""oncall: export"")]"
114706,"Sorry ignore this, I'm just testing something",2023-11-28 22:19:49+00:00,2023-11-28 22:20:09+00:00,0,1,[]
114693,"torch.compile x autograd.Function x torch.cuda.amp.custom_{fwd, bwd} don't work",2023-11-28 19:42:01+00:00,,1,2,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
114692,Unexpected Results of In-Place Zeroing on Sliced Tensor with MPS Device,2023-11-28 19:33:18+00:00,,1,4,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""module: mps"")]"
114691,`torch.from_numpy` does not support `set_default_device`,2023-11-28 19:29:02+00:00,,0,4,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""actionable""), Label(name=""module: tensor creation"")]"
114686,Calling index.Tensor in a backward pass leads to graph break,2023-11-28 17:31:22+00:00,2023-11-28 17:45:04+00:00,0,1,"[Label(name=""oncall: pt2"")]"
114681,DISABLED test_sync_batch_norm_empty_input (__main__.DistributedDataParallelTest),2023-11-28 15:39:39+00:00,,0,1,"[Label(name=""oncall: distributed""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114680,pytorch cpuinfo submodule to be updated to the latest,2023-11-28 14:07:46+00:00,,0,2,"[Label(name=""module: build""), Label(name=""triaged"")]"
114679,Unexpected Results in PyTorch Tensor Operations with Python Scalars,2023-11-28 13:59:12+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: numpy"")]"
114677,"Upgrading from 1.8.1 to 1.13.0 causes exported ONNX file enlarged greatly, printable graph changed, and crashed when converting to TensorRT",2023-11-28 09:22:00+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
114676,'SymFloat' object has no attribute 'is_integer',2023-11-28 09:19:34+00:00,,1,0,"[Label(name=""good first issue""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
114674,Dynamo guards key error for `guarded_backend_cache.cached_backends`,2023-11-28 08:57:21+00:00,,1,4,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
114673,DLPack tensor exchange fails for boolean tensors,2023-11-28 08:36:41+00:00,2023-11-28 22:19:53+00:00,0,2,"[Label(name=""needs reproduction""), Label(name=""triaged""), Label(name=""module: dlpack"")]"
114672,torch.fft.ifft crashes for empty input,2023-11-28 07:52:42+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: fft"")]"
114670,DISABLED test_backward_nn_functional_conv3d_cuda_float32 (__main__.TestCompositeComplianceCUDA),2023-11-28 06:40:17+00:00,,0,1,"[Label(name=""module: autograd""), Label(name=""module: nn""), Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114665,DISABLED test_cuda_stream_method_dynamic_shapes (__main__.DynamicShapesCtxManagerTests),2023-11-28 05:00:25+00:00,,0,1,"[Label(name=""triaged""), Label(name=""skipped""), Label(name=""module: dynamo"")]"
114656,DISABLED test_conj_view_nn_functional_conv3d_cuda_complex64 (__main__.TestMathBitsCUDA),2023-11-28 00:57:42+00:00,,0,1,"[Label(name=""module: nn""), Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114655,DISABLED test_noncontiguous_samples_nn_functional_conv3d_cuda_float32 (__main__.TestCommonCUDA),2023-11-28 00:57:12+00:00,,0,1,"[Label(name=""module: rocm""), Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: unknown"")]"
114653,DISABLED test_jvpvjp_nn_functional_conv3d_cuda_float32 (__main__.TestOperatorsCUDA),2023-11-28 00:57:09+00:00,2023-11-28 03:39:32+00:00,0,1,"[Label(name=""module: rocm""), Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: functorch"")]"
114654,DISABLED test_jvpvjp_nn_functional_conv3d_cuda_float32 (__main__.TestOperatorsCUDA),2023-11-28 00:57:09+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: functorch"")]"
114652,__torch_dispatch__ fails on functionalization when lazy device and `out=` arg is used,2023-11-28 00:55:28+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: __torch_dispatch__""), Label(name=""module: lazy""), Label(name=""module: functionalization"")]"
114650,Error when calculating the Jacobian of torch.conj using forward-mode differentiation,2023-11-28 00:35:47+00:00,,0,2,"[Label(name=""module: autograd""), Label(name=""triaged""), Label(name=""module: complex""), Label(name=""has workaround""), Label(name=""needs design"")]"
114640,"Undefined reference to ATen, c10 during Rust linking?",2023-11-27 23:20:45+00:00,2023-11-28 20:36:56+00:00,0,4,"[Label(name=""needs reproduction""), Label(name=""module: cpp""), Label(name=""triaged"")]"
114635,[export] AssertionError: expected FunctionType found method <bound method QuantLinearConvBase.quantized_forward of <class '__main__.QuantConv2d'>>,2023-11-27 22:32:00+00:00,,0,0,"[Label(name=""oncall: export"")]"
114634,float8 and bits tensors cannot be serialized,2023-11-27 22:29:21+00:00,2023-11-29 23:23:29+00:00,1,0,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""module: serialization""), Label(name=""triaged"")]"
114632,[DeviceMesh] back DeviceMesh initialization by custom_pg,2023-11-27 22:02:09+00:00,,0,0,"[Label(name=""oncall: distributed""), Label(name=""triaged"")]"
114631,DISABLED test_vjpvmap_nn_functional_conv3d_cuda_float32 (__main__.TestOperatorsCUDA),2023-11-27 21:42:45+00:00,,0,5,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114630,DISABLED test_vjpvmap_nn_functional_conv3d_cuda_float32 (__main__.TestOperatorsCUDA),2023-11-27 21:42:44+00:00,2023-11-28 00:56:47+00:00,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: unknown""), Label(name=""module: functorch"")]"
114629,[DeviceMesh] `init_device_mesh` does not support CPU-only,2023-11-27 21:16:45+00:00,,0,0,"[Label(name=""oncall: distributed""), Label(name=""triaged"")]"
114628,`run_decompositions` in `ExportedProgram` doesn't keep the same model state_dict,2023-11-27 21:14:06+00:00,,0,2,"[Label(name=""oncall: export"")]"
114619,Typo in SCALED_DOT_PRODUCT_ATTENTION document?,2023-11-27 19:43:13+00:00,2023-11-27 21:24:24+00:00,0,1,"[Label(name=""module: docs""), Label(name=""module: nn""), Label(name=""triaged""), Label(name=""actionable""), Label(name=""module: multi-headed-attention"")]"
114617,RNN argument order,2023-11-27 18:53:24+00:00,,1,5,"[Label(name=""module: nn""), Label(name=""triaged""), Label(name=""actionable"")]"
114602,[RFC] macOS x86 builds / test deprecation,2023-11-27 17:19:21+00:00,,0,4,"[Label(name=""module: binaries""), Label(name=""module: ci""), Label(name=""triaged""), Label(name=""module: macos"")]"
114592,DISABLED test_variant_consistency_eager_nn_functional_conv3d_cuda_complex64 (__main__.TestCommonCUDA),2023-11-27 09:39:36+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: unknown"")]"
114591,Missing packaging dependency in torch 2.1.x,2023-11-27 09:20:17+00:00,,0,3,"[Label(name=""oncall: releng""), Label(name=""triaged""), Label(name=""module: tensorboard"")]"
114590,`torch.compiler.disable` causes a guard failure,2023-11-27 09:12:26+00:00,,0,0,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
114588,`torch.cuda.Event`'s ipc related methods doesn't work properly in torch 1.13.1+cu117,2023-11-27 08:24:30+00:00,2023-11-28 01:08:21+00:00,0,3,"[Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: python frontend"")]"
114585,torch.distributed.init_process_group() get stuck after torch.distributed.destroy_process_group(),2023-11-27 06:19:09+00:00,2023-11-28 17:17:50+00:00,1,8,"[Label(name=""oncall: distributed""), Label(name=""triaged"")]"
114581,Flawed testing of onesidedness in istft,2023-11-27 05:12:17+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: fft"")]"
114577,torch.norm_except_dim() operator: Cannot call sizes() on tensor with symbolic sizes/strides ,2023-11-27 04:03:15+00:00,,0,1,"[Label(name=""triaged""), Label(name=""actionable""), Label(name=""module: norms and normalization""), Label(name=""oncall: pt2"")]"
114576,the work can be done but error : what(): Should never been called.,2023-11-27 03:58:08+00:00,2023-11-28 06:09:30+00:00,0,2,"[Label(name=""needs reproduction""), Label(name=""oncall: distributed""), Label(name=""module: cuda""), Label(name=""triaged"")]"
114575,Third-party devices implement can't find symbols when include TraceUtils.h,2023-11-27 03:40:43+00:00,2023-11-27 19:55:37+00:00,2,3,"[Label(name=""oncall: distributed""), Label(name=""module: build""), Label(name=""triaged"")]"
114574,DISABLED test_schema_correctness_nn_functional_conv3d_cuda_complex64 (__main__.TestSchemaCheckModeOpInfoCUDA),2023-11-27 03:39:27+00:00,,0,2,"[Label(name=""oncall: jit""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114573,DISABLED test_schema_correctness_nn_functional_conv3d_cuda_complex128 (__main__.TestSchemaCheckModeOpInfoCUDA),2023-11-27 03:39:23+00:00,,0,2,"[Label(name=""oncall: jit""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114572,"In version 2.1, libtorch needs to be woken up every time it is called after the model is initialized, which means that every time the model is called, it is very slow to predict the first picture.",2023-11-27 02:58:12+00:00,,0,1,"[Label(name=""needs reproduction""), Label(name=""module: cpp""), Label(name=""triaged"")]"
114571,inconsistency between nan cast to int32 on CPU and GPU,2023-11-27 02:29:03+00:00,,0,1,"[Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: NaNs and Infs"")]"
114570,Inconsistency BUGs on API combination on GPU and CPU!,2023-11-27 02:20:01+00:00,2023-11-27 04:33:18+00:00,0,1,"[Label(name=""module: intel"")]"
114569,inconsistency on torch.clamp,2023-11-27 02:04:29+00:00,,0,1,"[Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: NaNs and Infs"")]"
114568,Inconsistency on torch.pinverse,2023-11-27 01:36:54+00:00,2023-11-27 04:48:59+00:00,0,1,"[Label(name=""module: linear algebra"")]"
114567,Internal CI for libTorch,2023-11-27 01:01:48+00:00,,1,3,"[Label(name=""module: windows""), Label(name=""triaged"")]"
114566,Build LibTorch for Windows ARM64,2023-11-27 00:56:51+00:00,,1,2,"[Label(name=""module: windows""), Label(name=""triaged"")]"
114565,Create a reproducible build for LibTorch x64 on VS2022,2023-11-27 00:50:02+00:00,,1,2,"[Label(name=""module: windows""), Label(name=""triaged"")]"
114549,Issues about the 1x1 conv in PyTorch,2023-11-26 13:27:34+00:00,2023-11-27 21:37:34+00:00,0,2,"[Label(name=""module: cudnn""), Label(name=""triaged"")]"
114548,[BE / AOTAutograd] AOTAutograd should be refactored into smaller files with clear responsibilities,2023-11-26 10:41:58+00:00,,0,8,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: aotdispatch""), Label(name=""module: pt2-dispatcher"")]"
114546,[AOTAutograd] indices_of_inps_to_detach is dead code,2023-11-26 10:26:19+00:00,2023-11-26 12:36:00+00:00,0,1,[]
114544,torch arange with dtype=bfloat16 causes inaccuracies,2023-11-26 09:58:19+00:00,2023-11-27 17:14:15+00:00,0,2,"[Label(name=""module: half"")]"
114543,[torch.jit.script] Torchscript produces incorrect result when argmax result is used in indexing,2023-11-26 08:12:49+00:00,,0,1,"[Label(name=""oncall: jit"")]"
114542,size error when using bits-level ops + broadcasting + view,2023-11-26 03:29:45+00:00,,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2"")]"
114536,[gradcheck] RuntimeError: Expected a 'cuda' device type for generator but found 'cpu',2023-11-25 15:12:50+00:00,2023-11-29 17:45:56+00:00,1,3,"[Label(name=""module: autograd""), Label(name=""triaged""), Label(name=""actionable"")]"
114535,[profiling] CUDA memory viz does not compose with `torch.compile`,2023-11-25 14:02:07+00:00,,0,1,"[Label(name=""oncall: profiler"")]"
114534,`PYTORCH_NO_CUDA_MEMORY_CACHING=1` with `torch.multiprocessing` shared tensors seems to perform use-after-free,2023-11-25 13:47:37+00:00,,0,0,"[Label(name=""triage review""), Label(name=""module: multiprocessing""), Label(name=""module: cuda"")]"
114533,Tensor copied over to multiple GPUs on its own,2023-11-25 08:45:32+00:00,,0,4,"[Label(name=""needs reproduction""), Label(name=""module: cuda""), Label(name=""module: memory usage""), Label(name=""triaged"")]"
114532,MPS: transformers crashing in executeMPSGraph with Function square_i64 was not found in the library,2023-11-25 08:39:02+00:00,2023-11-25 10:08:41+00:00,0,2,[]
114529,Bug in element-wise multiplication of `torch.sparse_csr_tensor`s on GPU - 0's in result considered significant - PyTorch 2.1.1,2023-11-25 05:43:02+00:00,,0,7,"[Label(name=""module: sparse""), Label(name=""triaged""), Label(name=""module: regression"")]"
114527,"[debugging] Given a flag, `FakeTensor`s should store metadata about their creation stacktrace ",2023-11-25 04:10:08+00:00,,0,0,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""enhancement""), Label(name=""oncall: pt2""), Label(name=""module: fakeTensor""), Label(name=""module: pt2-dispatcher"")]"
114525,[Inductor] StableDiffusion unet with `cudagraphs` backend raises fake tensor mismatch error,2023-11-25 03:13:36+00:00,,1,3,"[Label(name=""triaged""), Label(name=""module: cuda graphs""), Label(name=""oncall: pt2""), Label(name=""module: inductor"")]"
114517,Update error message on cache size exceeded to mention whether it's from `cache_size_limit` or `accumulated_cache_size_limit`,2023-11-24 19:18:18+00:00,,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2"")]"
114516,Change `automatic_dynamic_shapes` to trigger on `cache_size_limit` recompiles but not `accumulated_cache_size_limit` recompiles.,2023-11-24 19:16:13+00:00,,0,1,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: dynamo"")]"
114511,"Raise `torch._dynamo.config.accumulated_cache_size_limit` higher, or potentially just remove it altogether.",2023-11-24 17:18:04+00:00,,0,3,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
114506,"Crash on cpp application exit with ""corrupted size vs. prev_size while consolidating"" followed by Segmentation fault ",2023-11-24 10:48:40+00:00,2023-11-27 17:37:14+00:00,0,4,"[Label(name=""triage review""), Label(name=""module: crash""), Label(name=""module: cpp""), Label(name=""module: cuda"")]"
114505,An inplace operation involved in torch.nn.functional.softplus ,2023-11-24 09:48:58+00:00,2023-11-29 01:11:41+00:00,0,2,"[Label(name=""module: autograd""), Label(name=""triaged"")]"
114502,_foreach_supported_types is a list type while it is used for `in` check of _default_to_fused_or_foreach method in optimizer.py,2023-11-24 09:15:16+00:00,,0,1,"[Label(name=""module: optimizer""), Label(name=""triaged"")]"
114495,[inductor][cpu]basic_gnn_edgecnn performance regression,2023-11-24 03:54:46+00:00,,1,5,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114494,[inductor][cpu]llama fp32 dynamic single thread performance regression,2023-11-24 03:22:59+00:00,,1,3,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114491,[inductor][cpu]pyhpc_isoneutral_mixing performance regression,2023-11-24 02:40:15+00:00,,1,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114489,[inductor][cpu]pyhpc_equation_of_state performance regression,2023-11-24 01:56:29+00:00,,1,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114488,[inductor][cpu]swin_base_patch4_window7_224 AMP single thread performance regression,2023-11-24 01:30:08+00:00,,2,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114485,Parameters between models don't copy in the C++ Pytroch Frontend under windows,2023-11-23 22:51:15+00:00,,0,0,"[Label(name=""module: windows""), Label(name=""module: cpp""), Label(name=""triaged"")]"
114483,dynamo supports Tensor.tolist but not Tensor.item,2023-11-23 20:55:35+00:00,,0,0,"[Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
114473,[inductor][cpu]cspdarknet53 and tf_mixnet_l AMP single thread performance regression,2023-11-23 18:24:43+00:00,,1,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114472,[inductor][cpu]fbnetc_100 AMP single thread performance regression ,2023-11-23 18:12:18+00:00,2023-11-24 23:43:29+00:00,1,10,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114468,[inductor][cpu]phi_1_5 accuracy failure and AMP single thread performance regression,2023-11-23 16:10:38+00:00,,0,9,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114466,[inductor][cpu]detectron2_fcos_r_50_fpn accuracy and performance failure,2023-11-23 15:41:38+00:00,,1,3,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114465,Installation error: 'CMake Error at third_party/benchmark/CMakeLists.txt:304 (message):   Failed to determine the source files for the regular expression backend',2023-11-23 15:16:10+00:00,,0,11,"[Label(name=""needs reproduction""), Label(name=""module: build""), Label(name=""triaged"")]"
