Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags
114581,Flawed testing of onesidedness in istft,2023-11-27 05:12:17+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: fft"")]"
114577,torch.norm_except_dim() operator: Cannot call sizes() on tensor with symbolic sizes/strides ,2023-11-27 04:03:15+00:00,,0,1,"[Label(name=""triaged""), Label(name=""actionable""), Label(name=""module: norms and normalization""), Label(name=""oncall: pt2"")]"
114574,DISABLED test_schema_correctness_nn_functional_conv3d_cuda_complex64 (__main__.TestSchemaCheckModeOpInfoCUDA),2023-11-27 03:39:27+00:00,,0,2,"[Label(name=""oncall: jit""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114573,DISABLED test_schema_correctness_nn_functional_conv3d_cuda_complex128 (__main__.TestSchemaCheckModeOpInfoCUDA),2023-11-27 03:39:23+00:00,,0,2,"[Label(name=""oncall: jit""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
114572,"In version 2.1, libtorch needs to be woken up every time it is called after the model is initialized, which means that every time the model is called, it is very slow to predict the first picture.",2023-11-27 02:58:12+00:00,,0,1,"[Label(name=""needs reproduction""), Label(name=""module: cpp""), Label(name=""triaged"")]"
114571,inconsistency between nan cast to int32 on CPU and GPU,2023-11-27 02:29:03+00:00,,0,1,"[Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: NaNs and Infs"")]"
114569,inconsistency on torch.clamp,2023-11-27 02:04:29+00:00,,0,1,"[Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: NaNs and Infs"")]"
114567,Internal CI for libTorch,2023-11-27 01:01:48+00:00,,1,3,"[Label(name=""module: windows""), Label(name=""triaged"")]"
114566,Build LibTorch for Windows ARM64,2023-11-27 00:56:51+00:00,,1,2,"[Label(name=""module: windows""), Label(name=""triaged"")]"
114565,Create a reproducible build for LibTorch x64 on VS2022,2023-11-27 00:50:02+00:00,,1,2,"[Label(name=""module: windows""), Label(name=""triaged"")]"
114548,[BE / AOTAutograd] AOTAutograd should be refactored into smaller files with clear responsibilities,2023-11-26 10:41:58+00:00,,0,8,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: aotdispatch""), Label(name=""module: pt2-dispatcher"")]"
114543,[torch.jit.script] Torchscript produces incorrect result when argmax result is used in indexing,2023-11-26 08:12:49+00:00,,0,1,"[Label(name=""oncall: jit"")]"
114542,size error when using bits-level ops + broadcasting + view,2023-11-26 03:29:45+00:00,,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2"")]"
114535,[profiling] CUDA memory viz does not compose with `torch.compile`,2023-11-25 14:02:07+00:00,,0,1,"[Label(name=""oncall: profiler"")]"
114534,`PYTORCH_NO_CUDA_MEMORY_CACHING=1` with `torch.multiprocessing` shared tensors seems to perform use-after-free,2023-11-25 13:47:37+00:00,,0,0,"[Label(name=""triage review""), Label(name=""module: multiprocessing""), Label(name=""module: cuda"")]"
114533,Tensor copied over to multiple GPUs on its own,2023-11-25 08:45:32+00:00,,0,4,"[Label(name=""needs reproduction""), Label(name=""module: cuda""), Label(name=""module: memory usage""), Label(name=""triaged"")]"
114529,Bug in element-wise multiplication of `torch.sparse_csr_tensor`s on GPU - 0's in result considered significant - PyTorch 2.1.1,2023-11-25 05:43:02+00:00,,0,7,"[Label(name=""module: sparse""), Label(name=""triaged""), Label(name=""module: regression"")]"
114527,"[debugging] Given a flag, `FakeTensor`s should store metadata about their creation stacktrace ",2023-11-25 04:10:08+00:00,,0,0,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""enhancement""), Label(name=""oncall: pt2""), Label(name=""module: fakeTensor""), Label(name=""module: pt2-dispatcher"")]"
114525,[Inductor] StableDiffusion unet with `cudagraphs` backend raises fake tensor mismatch error,2023-11-25 03:13:36+00:00,,1,3,"[Label(name=""triaged""), Label(name=""module: cuda graphs""), Label(name=""oncall: pt2""), Label(name=""module: inductor"")]"
114517,Update error message on cache size exceeded to mention whether it's from `cache_size_limit` or `accumulated_cache_size_limit`,2023-11-24 19:18:18+00:00,,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2"")]"
114516,Change `automatic_dynamic_shapes` to trigger on `cache_size_limit` recompiles but not `accumulated_cache_size_limit` recompiles.,2023-11-24 19:16:13+00:00,,0,1,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: dynamo"")]"
114511,"Raise `torch._dynamo.config.accumulated_cache_size_limit` higher, or potentially just remove it altogether.",2023-11-24 17:18:04+00:00,,0,3,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
114502,_foreach_supported_types is a list type while it is used for `in` check of _default_to_fused_or_foreach method in optimizer.py,2023-11-24 09:15:16+00:00,,0,1,"[Label(name=""module: optimizer""), Label(name=""triaged"")]"
114495,[inductor][cpu]basic_gnn_edgecnn performance regression,2023-11-24 03:54:46+00:00,,1,6,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114494,[inductor][cpu]llama fp32 dynamic single thread performance regression,2023-11-24 03:22:59+00:00,,1,3,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114491,[inductor][cpu]pyhpc_isoneutral_mixing performance regression,2023-11-24 02:40:15+00:00,,1,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114489,[inductor][cpu]pyhpc_equation_of_state performance regression,2023-11-24 01:56:29+00:00,,1,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114488,[inductor][cpu]swin_base_patch4_window7_224 AMP single thread performance regression,2023-11-24 01:30:08+00:00,,2,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114485,Parameters between models don't copy in the C++ Pytroch Frontend under windows,2023-11-23 22:51:15+00:00,,0,0,"[Label(name=""module: windows""), Label(name=""module: cpp""), Label(name=""triaged"")]"
114483,dynamo supports Tensor.tolist but not Tensor.item,2023-11-23 20:55:35+00:00,,0,0,"[Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
114473,[inductor][cpu]cspdarknet53 and tf_mixnet_l AMP single thread performance regression,2023-11-23 18:24:43+00:00,,1,2,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114468,[inductor][cpu]phi_1_5 accuracy failure and AMP single thread performance regression,2023-11-23 16:10:38+00:00,,1,10,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114466,[inductor][cpu]detectron2_fcos_r_50_fpn accuracy and performance failure,2023-11-23 15:41:38+00:00,,1,3,"[Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
114465,Installation error: 'CMake Error at third_party/benchmark/CMakeLists.txt:304 (message):   Failed to determine the source files for the regular expression backend',2023-11-23 15:16:10+00:00,,0,11,"[Label(name=""needs reproduction""), Label(name=""module: build""), Label(name=""triaged"")]"
114464,inductor silently ignores clone followed by a reshape,2023-11-23 14:08:17+00:00,,0,4,"[Label(name=""oncall: pt2"")]"
114462,Transformer with convolutional position wise feed forward network ,2023-11-23 13:14:53+00:00,,0,1,"[Label(name=""module: nn""), Label(name=""triaged""), Label(name=""needs research"")]"
114461,DISABLED test_make_fx_symbolic_exhaustive_special_laguerre_polynomial_l_cpu_float32 (__main__.TestProxyTensorOpInfoCPU),2023-11-23 12:45:46+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: ProxyTensor"")]"
114458,The behavior of Using different device in Autocast context ,2023-11-23 11:28:34+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: amp (automated mixed precision)"")]"
114455,Torch Cpu Memory Leak with FastApi uvicorn.,2023-11-23 09:36:16+00:00,,0,5,"[Label(name=""needs reproduction""), Label(name=""module: memory usage""), Label(name=""triaged"")]"
114450,[AOTInductor] Need support to export freezing model,2023-11-23 07:38:23+00:00,,1,2,"[Label(name=""oncall: quantization""), Label(name=""feature""), Label(name=""oncall: pt2"")]"
114440,There seems to be redundant calling of findOp in findSchemaOrThrow method of Dispatcher.cpp,2023-11-23 04:09:16+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: dispatch"")]"
114439,DISABLED test_variant_consistency_eager_linalg_lu_factor_cuda_float32 (__main__.TestCommonCUDA),2023-11-23 03:39:29+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: unknown"")]"
114415,AOTAutograd should detect aliasing of inputs that happens *below* subclasses,2023-11-22 22:36:03+00:00,,0,0,"[Label(name=""module: __torch_dispatch__""), Label(name=""oncall: pt2""), Label(name=""module: aotdispatch""), Label(name=""module: pt2-dispatcher"")]"
114414,[BE] remove SmallVector optimization in PyInterpreter.cpp when storing custom sizes,2023-11-22 22:28:48+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: __torch_dispatch__""), Label(name=""module: dynamic shapes"")]"
